audio_file,text,duration
output\verses\genesis\genesis_28_verse_12.wav,"Ni ela ni aŋtswere ko ma shikpɔŋ ni eyiteŋ eyashi ŋwɛi. Nyɔŋmɔ bɔfoi miikwɔ miikpeleke shi,",7.59
output\verses\genesis\genesis_28_verse_13.wav,"ni Yehowa damɔ aŋtswere lɛ yiteŋ ni ekɛɛ akɛ, “Mi ji Yehowa, otsɛ Abraham Nyɔŋmɔ, kɛ Isak Nyɔŋmɔ lɛ; shikpɔŋ ni okã nɔ nɛɛ, bo kɛ oshwiei mikɛbaahã.",13.54
output\verses\genesis\genesis_28_verse_14.wav,"Oshwiei aaafa tamɔ shikpɔŋ mlu, ni ooogbɛ oshwã anai kɛ bokã kɛ kooyi kɛ wuoyi. Bo kɛ oshwiei amli aaajɛ ajɔɔ shikpɔŋ lɛ nɔ akutsei fɛɛ.",13.1
output\verses\genesis\genesis_28_verse_15.wav,"Na ole akɛ mikɛ bo yɛ ni he fɛɛ he ni oyaa lɛ, mabu ohe, ni mikɛ bo aaaba shikpɔŋ nɛɛ nɔ ekoŋŋ, ejaakɛ mishiŋ bo kɛyaashi beyinɔ ni mafee nɔ ni mitsi tã mikɛɛ bo lɛ.”",14.29
output\verses\genesis\genesis_28_verse_16.wav,"Kɛkɛ ni Yakob hiɛ tsɛ̃ kɛjɛ ewɔ lɛ mli, ni ekɛɛ akɛ, “Yehowa yɛ biɛ kwa, ni mi lɛ mileee nɛɛ!”",8.72
output\verses\genesis\genesis_28_verse_17.wav,"Yakob she gbeyei, ni ekɛɛ akɛ, “Biɛ nɛɛ yɛ gbeyei eei! Biɛ nɛɛ jeee he ko he ko akɛ Nyɔŋmɔ we, ni ŋwɛi naa agbo nɛ!”",10.46
output\verses\genesis\genesis_28_verse_18.wav,"Yakob te shi leebi maŋkpa ni etee tɛ lɛ ni etsɔle lɛ shi ema shi ekɛto okadi, ni efɔse mu eshwie nɔ.",9.59
output\verses\genesis\genesis_28_verse_19.wav,"Ewo jɛi Betel; shi sa lɛ, nakai maŋ lɛ gbɛi ji Luz.",5.55
output\verses\genesis\genesis_28_verse_20.wav,"Yakob wo shi ni ekɛɛ akɛ, “Kɛji Nyɔŋmɔ kɛ mi aaahi shi, ni eeebu mihe yɛ gbɛ ni miyanyiɛ nɛɛ mli, ni eeehã miŋmãa maye kɛ atade mawo,",11.16
output\verses\genesis\genesis_28_verse_21.wav,"ni maku misɛɛ maba mitsɛ we lɛ kɛ omanye lɛ, no lɛ Yehowa aaatsɔ̃ miNyɔŋmɔ,",6.39
output\verses\genesis\genesis_28_verse_22.wav,ni nɛkɛ tɛ nɛɛ ni mikɛma shi mikɛto okadi nɛɛ aaatsɔ̃ Nyɔŋmɔ we; ni maŋɔ nibii fɛɛ ni ooohã mi lɛ amlijaa nyɔŋma kome mahã bo.”,11.59
output\verses\genesis\genesis_29_verse_1.wav,"Yakob wo enane nɔ yɛ egbɛfaa lɛ mli, ni eyashɛ bokãgbɛbii ashikpɔŋ lɛ nɔ.",6.63
output\verses\genesis\genesis_29_verse_2.wav,"Be ni ewo ehiɛ nɔ lɛ, ena nubu ko yɛ ŋa lɛ nɔ, ni ena too kui etɛ̃ bumɔ shi yɛ he ejaakɛ nakai bu lɛ mli nu ahãa amɛ amɛnuɔ. Tɛ ni kã bu lɛ naa lɛ da.",13.38
output\verses\genesis\genesis_29_verse_3.wav,"Kɛji too kui lɛ fɛɛ ebabua amɛhe naa yɛ bu lɛ he lɛ, tookwɛlɔi lɛ kokloɔ tɛ lɛ kɛjeɔ bu lɛ naa ni amɛhãa toi lɛ nu, kɛkɛ lɛ amɛkoklo tɛ lɛ amɛto bu lɛ naa ekoŋŋ yɛ egbɛhe.",14.71
output\verses\genesis\genesis_29_verse_4.wav,"Yakob bi tookwɛlɔi lɛ akɛ, “Minyɛmimɛi, nɛgbɛ nyɛjɛ?” Amɛto he akɛ, “Wɔjɛ Haran.”",8.52
output\verses\genesis\genesis_29_verse_5.wav,"Yakob bi amɛ akɛ, “Ani nyɛle Nahor bi Laban lɛ lo?” Amɛto he akɛ, “Wɔle lɛ.”",7.45
output\verses\genesis\genesis_29_verse_6.wav,"Esaa ebi amɛ akɛ, “Eyɛ jogbaŋŋ lo?”",11.2
output\verses\genesis\genesis_29_verse_7.wav,"Yakob kɛɛ akɛ, “Naa, je nako kwraa. Eshɛko be ni abuaa toi lɛ anaa. Nyɛhãa amɛ nu amɛnua koni nyɛhãa amɛyayea nii.”",12.32
output\verses\genesis\genesis_29_verse_8.wav,"Shi amɛto he akɛ, “Wɔnyɛŋ amɛ nu wɔhã akɛ ja abua too kuikui lɛ fɛɛ naa kɛkpe, ni akoklo tɛ lɛ kɛje bu lɛ naa dani wɔɔnyɛ amɛ nu wɔhã.”",13.42
output\verses\genesis\genesis_29_verse_9.wav,"Be ni Yakob kɛ amɛ wieɔ lolo lɛ, Rahel kɛ etsɛ toi lɛ bashɛ jɛi; ejaakɛ lɛ ekwɛɔ amɛ.",8.13
output\verses\genesis\genesis_29_verse_10.wav,"Be ni Yakob na Rahel, enyɛ nyɛmi nuu Laban biyoo lɛ, kɛ enyɛ nyɛmi nuu Laban toi lɛ, Yakob tsi etee ni eyakoklo tɛ lɛ kɛje bu lɛ naa, ni ehã enyɛ nyɛmi nuu Laban toi lɛ nu amɛnu.",15.64
output\verses\genesis\genesis_29_verse_11.wav,"Kɛkɛ ni Yakob shwɔ Rahel naa, ni Yakob jwa yaafo.",4.68
output\verses\genesis\genesis_29_verse_12.wav,"Yakob kɛɛ Rahel akɛ, “Otsɛ wekunyo ji mi, ni Rebeka binuu ji mi.”",9.84
output\verses\genesis\genesis_29_verse_13.wav,"Be ni Laban nu enyɛmi yoo bi Yakob he sane lɛ, esha foi etee lɛ kpeemɔ. Eloo Yakob atuu, ni eshwɔ enaa. Ekɛ lɛ ba ewe lɛ. Yakob gba Laban saji fɛɛ ni ba lɛ,",14.55
output\verses\genesis\genesis_29_verse_14.wav,"ni Laban kɛɛ lɛ akɛ, “Asonɔkwa, mi diɛŋtsɛ mila ji bo!” Yakob kɛ lɛ hi shi nyɔŋ kome.",7.93
output\verses\genesis\genesis_29_verse_15.wav,"Ni Laban kɛɛ Yakob akɛ, “Akɛni miwekuyo ji bo hewɔ lɛ ani esa akɛ osɔ̃mɔ mi yaka lo? Tsɔ̃ɔmɔ bɔ ni obaahe mi.” 16Laban yɛ biyei enyɔ. Onukpa lɛ gbɛi ji Lea, ni gbekɛ lɛ gbɛi ji Rahel. 17Lea hiŋmɛii yɛ sukusuku, shi Rahel hiɛ yɛ fɛo ni egbɔmɔtso hu yɛ fɛo.",9.93
output\verses\genesis\genesis_29_verse_18.wav,"Yakob sumɔ Rahel, no hewɔ lɛ, ekɛɛ Laban akɛ, “Mibasɔ̃mɔ bo afii kpawo yɛ Rahel, obiyoo fioo lɛ hewɔ.”",10.12
output\verses\genesis\genesis_29_verse_19.wav,"Laban to he akɛ, “Ehi akɛ mikɛ lɛ ahã bo fe nɔ ni mikɛ lɛ aaahã nuu kroko. Okɛ mi ahi shi.”",8.73
output\verses\genesis\genesis_29_verse_20.wav,"No hewɔ lɛ, Yakob sɔ̃mɔ afii kpawo yɛ Rahel hewɔ; ni suɔmɔ sɔŋŋ ni esumɔɔ Rahel hewɔ lɛ, afii lɛ ho oya yɛ ehiɛ tamɔ gbii fioo ko kɛkɛ.",12.77
output\verses\genesis\genesis_29_verse_21.wav,"Agbɛnɛ Yakob kɛɛ Laban akɛ, “Okɛ miŋa lɛ ahã mi koni mikɛ lɛ ahi shi ejaakɛ migbe misɔ̃ɔmɔ be lɛ naa. 22Kɛkɛ ni Laban bua jɛi bii lɛ fɛɛ anaa, ni eŋmɛ okplɔ̃.",9.43
output\verses\genesis\genesis_29_verse_23.wav,"Shi be ni shɛ gbɛkɛ lɛ, ekɛ ebiyoo Lea moŋ yahã Yakob ni Yakob kɛ Lea wɔ. 24 (Laban kɛ eweyoo ko ni gbɛi ji Zilpa lɛ hã ebiyoo Lea akɛ Lea weyoo).",6.64
output\verses\genesis\genesis_29_verse_25.wav,"Be ni je tsɛre lɛ, Yakob na akɛ Lea ni. Kɛkɛ ni Yakob kɛɛ Laban akɛ, ‘Mɛni sane oye mi nɛɛ? Ani jeee Rahel hewɔ misɔ̃mɔ bo lɛ? Mɛɛ hewɔ mɔ ni oshishiu mi nɛkɛ?’ ”",14.28
output\verses\genesis\genesis_29_verse_26.wav,"Laban to he akɛ, “Wɔshikpɔŋ nɛɛ nɔ lɛ, afeee nakai. Ahãaa gbekɛ gbãlã dani ahã onukpa gbãlã.",8.88
output\verses\genesis\genesis_29_verse_27.wav,"Gbee mɔ nɛ otsi lɛ naa ni wɔkɛ mɔ kome lɛ hu baahã bo, kɛji osɔ̃mɔ mi afii kpawo kroko.”",7.55
output\verses\genesis\genesis_29_verse_28.wav,Yakob fee nakai; egbe Lea otsi lɛ naa. Kɛkɛ ni Laban kɛ ebiyoo Rahel hu hã lɛ gbãlã.,7.46
output\verses\genesis\genesis_29_verse_29.wav,(Laban kɛ eweyoo Bilha hã ebiyoo Rahel akɛ Rahel weyoo).,5.5
output\verses\genesis\genesis_29_verse_30.wav,Rahel hu bawɔ Yakob ŋɔɔ. Yakob sumɔ Rahel fe Lea; ni esɔ̃mɔ Laban afii kpawo kroko yɛ Rahel hewɔ.,9.39
output\verses\genesis\genesis_29_verse_31.wav,"Be ni Yehowa na akɛ Yakob sumɔɔɔ Lea lɛ, egbele Lea musu naa, shi eŋa Rahel musu naa ni efee kene.",8.81
output\verses\genesis\genesis_29_verse_32.wav,"Lea na musu ni efɔ binuu. Ewo lɛ Ruben, ni ekɛɛ, “Ejaakɛ Yehowa ena mimanehulu lɛ. Agbɛnɛ lɛ miwu baasumɔ mi.”",10.66
output\verses\genesis\genesis_29_verse_33.wav,"Lea na musu ekoŋŋ, ni efɔ binuu. Ekɛɛ akɛ, “Akɛni Yehowa enu akɛ asumɔɔɔ mi hewɔ lɛ, ehã mi binuu nɛɛ hu.” Ni ewo lɛ Simeon.",12.76
output\verses\genesis\genesis_29_verse_34.wav,"Esaa ena musu, ni efɔ binuu ekoŋŋ. Ekɛɛ akɛ, “Enɛ lɛ, agbɛnɛ, miwu kɛ ehe baakpɛtɛ mihe, ejaakɛ mikɛ lɛ efɔ bihii etɛ̃.” Enɛ hewɔ lɛ, ewo gbekɛ lɛ Levi.",16.01
output\verses\genesis\genesis_30_verse_1.wav,"Be ni Rahel na akɛ ekɛ Yakob fɔɔɔ lɛ, ebɔi enyɛmi yoo Lea lɛ he awuŋayeli, ni ekɛɛ Yakob akɛ, “Okɛ mi afɔ, kɛjeee nakai lɛ magbo!”",12.44
output\verses\genesis\genesis_30_verse_2.wav,"Yakob mli wo Rahel la, ni ekɛɛ akɛ, “Ani mi ji Nyɔŋmɔ ni etsi omusuŋbii anaa lɛ?”",7.91
output\verses\genesis\genesis_30_verse_3.wav,"Kɛkɛ ni Rahel kɛɛ, “Mikɛ miweyoo Bilha miihã bo ŋɔɔ lɛ ni okɛ lɛ afɔ ashwie mishuɔ nɔ mɔ, koni mi hu mana bii kɛtsɔ̃ enɔ.”",10.78
output\verses\genesis\genesis_30_verse_4.wav,"No hewɔ lɛ, Rahel kɛ eweyoo Bilha hã Yakob gbãlã. Bilha yawɔ Yakob ŋɔɔ;",6.53
output\verses\genesis\genesis_30_verse_5.wav,"Bilha na musu, ni ekɛ Yakob fɔ binuu.",3.47
output\verses\genesis\genesis_30_verse_6.wav,"Kɛkɛ ni Rahel kɛɛ, “Nyɔŋmɔ eye misane lɛ ehã mi, ebo mi toi, ni ehã mi binuu.” No hewɔ lɛ, ewo abifao lɛ Dan.",10.24
output\verses\genesis\genesis_30_verse_7.wav,"Bilha, Rahel weyoo lɛ, na musu ekoŋŋ, ni ekɛ Yakob fɔ binuu ni ji enyɔ.",6.71
output\verses\genesis\genesis_30_verse_8.wav,"Kɛkɛ ni Rahel kɛɛ akɛ, “Mikɛ minyɛmi yoo lɛ enɔ nɔmɔ ni mli wa, ni miye kunim.” No hewɔ lɛ, ewo abifao lɛ Naftali.",9.81
output\verses\genesis\genesis_30_verse_9.wav,"Be ni Lea na akɛ ekpa fɔmɔ lɛ, ekɛ eweyoo Zilpa hã Yakob gbãlã.",6.24
output\verses\genesis\genesis_30_verse_10.wav,Lea weyoo Zilpa lɛ kɛ Yakob fɔ binuu.,3.4
output\verses\genesis\genesis_30_verse_11.wav,"Lea kɛɛ akɛ, “Omanye sane nɛ;” no hewɔ lɛ, ewo abifao lɛ Gad.",6.38
output\verses\genesis\genesis_30_verse_12.wav,Lea weyoo Zilpa kɛ Yakob fɔ binuu ni ji enyɔ;,3.82
output\verses\genesis\genesis_30_verse_13.wav,"ni Lea kɛɛ akɛ, “Mina miishɛɛ ejaakɛ yei aaatsɛ mi yoo ni yɔɔ miishɛɛ;” ni ewo abifao lɛ Asher.",10.4
output\verses\genesis\genesis_30_verse_14.wav,"Be ni ŋmãakuu be shɛ lɛ, Ruben yana suɔmɔ tso yibii ko yɛ ŋa lɛ nɔ, ni etse eko, ni ekɛbahã enyɛ Lea. Kɛkɛ ni Rahel kɛɛ Lea akɛ, “Miikpa bo fai ni ohã mi obi lɛ suɔmɔ tso yibii lɛ eko.”",16.15
output\verses\genesis\genesis_30_verse_15.wav,"Shi Lea kɛɛ Rahel akɛ, “Aso ni oshɔ̃ miwu lɛ, no faaa hãaa bo, obaashɔ̃ mibi lɛ suɔmɔ tso yibii lɛ hu?” Rahel to he akɛ, “Kɛji ooohã mi obi lɛ suɔmɔ tso yibii lɛ eko lɛ, no lɛ obaanyɛ oyawɔ Yakob ŋɔɔ ŋmɛnɛ.”",18.22
output\verses\genesis\genesis_30_verse_16.wav,"No hewɔ lɛ, gbɛkɛ mli be ni Yakob jɛ ŋmɔ mli ebaa lɛ, Lea je kpo ni ekɛ lɛ yakpe, ni ekɛɛ lɛ akɛ, “Ŋmɛnɛ, ja obawɔ miŋɔɔ ejaakɛ mikɛ mibi lɛ suɔmɔ tso yibii lɛ ebɔ bo apaa!” No hewɔ lɛ, Yakob kɛ lɛ wɔ nakai nyɔɔŋ lɛ mli.",18.58
output\verses\genesis\genesis_30_verse_17.wav,"Nyɔŋmɔ bo Lea sɔlemɔ toi, ena musu; ni ekɛ Yakob fɔ binuu ni ji enumɔ. 18Kɛkɛ ni Lea kɛɛ akɛ, “Nyɔŋmɔ ehã mi mipaabɔɔnii, ejaakɛ mikɛ miweyoo lɛ ehã miwu gbãlã;” ni ewo abifao lɛ Isakar.",6.36
output\verses\genesis\genesis_30_verse_19.wav,"Ni Lea na musu ekoŋŋ, ni ekɛ Yakob fɔ binuu ni ji ekpaa.",5.43
output\verses\genesis\genesis_30_verse_20.wav,"Kɛkɛ ni Lea kɛɛ akɛ, “Nyɔŋmɔ ehã mi gbãlãnii fɛɛfɛo. Agbɛnɛ miwu baawo mihiɛ nyam, ejaakɛ mikɛ lɛ efɔ bihii ekpaa sɔŋŋ.” No hewɔ lɛ, ewo gbekɛ lɛ Zebulon.",14.68
output\verses\genesis\genesis_30_verse_21.wav,"Enɛ sɛɛ lɛ Lea fɔ biyoo, ni ewo lɛ Dina.",4.49
output\verses\genesis\genesis_30_verse_22.wav,"Kɛkɛ ni Nyɔŋmɔ kai Rahel; Nyɔŋmɔ bo esɔlemɔ toi, ni egbele emusu naa.",6.38
output\verses\genesis\genesis_30_verse_23.wav,"Rahel na musu, ni efɔ binuu, ni ekɛɛ akɛ, “Nyɔŋmɔ ejie mihiɛgbele lɛ.”",7.15
output\verses\genesis\genesis_30_verse_24.wav,"Ewo gbekɛ lɛ Yosef, eshishi ji, “Yehowa ahã mafɔ binuu ekoŋŋ.”",5.99
output\verses\genesis\genesis_30_verse_26.wav,Okɛ miŋamɛi kɛ nibii ni misɔ̃mɔ bo yɛ amɛhewɔ lɛ ahã mi ni maya ejaakɛ bo diɛŋtsɛ ole bɔ ni misɔ̃mɔ bo mihã.”,8.85
output\verses\genesis\genesis_30_verse_27.wav,"Shi Laban kɛɛ lɛ akɛ, “Kɛ oooŋmɛ mi gbɛ ni mawie lɛ, mitsɔ̃ gbalɛ nɔ mina mile akɛ bo ohewɔ ni Yehowa ejɔɔ mi nɛɛ.",9.99
output\verses\genesis\genesis_30_verse_28.wav,"Tsɔ̃ɔmɔ mi bɔ ni obaahe mi, ni mahã bo.”",3.35
output\verses\genesis\genesis_30_verse_29.wav,"Yakob kɛɛ lɛ akɛ, “Bo diɛŋtsɛ ole bɔ ni misɔ̃mɔ bo mihã kɛ bɔ hu ni okooloi lɛ eshwere yɛ midɛŋ.",8.15
output\verses\genesis\genesis_30_verse_30.wav,"Ejaakɛ be ni miba lɛ, kooloi fioo ko kɛkɛ oyɔɔ; shi amrɔ nɛɛ amɛshwere babaoo; mi mihewɔ Yehowa ejɔɔ bo babaoo nɛɛ. Shi agbɛnɛ mɛɛbe mabua nɔ ko naa mahã mi diɛŋtsɛ miwe hu.”",16.78
output\verses\genesis\genesis_30_verse_31.wav,"Laban bi lɛ akɛ, “Mɛni mahã bo?” Yakob hã lɛ hetoo akɛ, “Kaahã mi nɔ ko nɔ ko. Kɛ ooofee nɔ ni mibatsɔ̃ɔ bo nɛɛ ohã mi lɛ, no lɛ masaa malɛ okooloi lɛ ni makwɛ amɛ ekoŋŋ.",16.12
output\verses\genesis\genesis_30_verse_32.wav,"Ŋmɛnɛ hã ni makpa otoi lɛ fɛɛ mli ni mahala toobi fɛɛ toobi ni he yɔɔ truntrãi kɛ damdam yɛ gwantɛŋi lɛ amli, kɛ nii ni he yɔɔ damdam kɛ nii ni he yɔɔ truntrãi yɛ abotiai lɛ ateŋ lɛ. Nomɛi aaatsɔ minyɔmɔwoo.",19.15
output\verses\genesis\genesis_30_verse_33.wav,"Ni kɛfee sɛɛ ni ooobakwɛ minyɔmɔwoo lɛ, miye bo anɔkwale jio, miyeko bo anɔkwale jio, obaana. Abotiai lɛ amli eko fɛɛ eko ni he bɛ truntrãi kɛ damdam kɛ gwantɛŋi lɛ amli nii ni he diii lɛ kɛ ooona eko yɛ midɛŋ lɛ, belɛ no lɛ juunii ni.”",21.57
output\verses\genesis\genesis_30_verse_34.wav,"Laban to he akɛ, “Ojogbaŋŋ; afee bɔ ni okɛɛ nɛɛ.”",5.89
output\verses\genesis\genesis_30_verse_35.wav,"Ni nakai gbi lɛ Laban jie too kpakpoi ni he yɔɔ truntrãi kɛ damdam lɛ kɛ abotia yei ni he yɔɔ truntrãi kɛ damdam lɛ, eko fɛɛ eko ni eyɛŋ ta ehe, kɛ gwantɛŋbi fɛɛ gwantɛŋbi ni diɔ, ni etu amɛ ewo ebii lɛ adɛŋ.",19.53
output\verses\genesis\genesis_30_verse_36.wav,"Kɛkɛ ni ekɛ ebii lɛ shi Yakob kɛtee he kroko ni jɛkɛmɔ ji gbii etɛ̃ gbɛnyiɛmɔ, ni Yakob kwɛ Laban toi ni shwɛ lɛ.",9.27
output\verses\genesis\genesis_30_verse_37.wav,"Agbɛnɛ Yakob kɔlɔ libne tsei ŋmɔji kɛ luz tsei kɛ blɔfoŋkatiɛ tsei ni eye amɛhe sãmãi yɛji, ni ehã tsei lɛ amli eyɛji lɛ je shi.",12.93
output\verses\genesis\genesis_30_verse_38.wav,"Ekɛ tsei ni eye amɛhe sãmãi nɛɛ shwie tsesei ni toi lɛ banuɔ nu yɛ mli lɛ amli, bɔ ni toi lɛ aaana sãmãi lɛ kɛji amɛba nu lɛ numɔ lɛ; ejaakɛ kɛ amɛba nu lɛ numɔ lɛ, toohii lɛ kwɔɔ tooyei lɛ yɛ jɛi.",19.1
output\verses\genesis\genesis_30_verse_39.wav,"No hewɔ lɛ, kɛ toohii lɛ kwɔ too yei lɛ yɛ tsei lɛ ahiɛ lɛ, toi lɛ fɔfɔɔ toobii ni he yɔɔ sãmãisãmãi kɛ nii ni he yɔɔ truntrãi kɛ damdam.",13.09
output\verses\genesis\genesis_30_verse_40.wav,"Yakob tserɛ too gwantɛŋbii lɛ eto afã, ni etsɔ̃mɔ toi lɛ ahiɛ ehã Laban toi ni he yɔɔ sãmãisãmãi lɛ kɛ nii ni diɔ lɛ fɛɛ. Ekɛ lɛ diɛŋtsɛ etoo ku lɛ to afã, ni ekɛ amɛ futuuu Laban toi lɛ.",18.27
output\verses\genesis\genesis_30_verse_41.wav,"Kɛ toi ni yɔɔ hewalɛ lɛ kɛ amɛhe miina bɔlɛ lɛ, Yakob kɛ tsei lɛ shwieɔ tsesei lɛ ahiɛ, koni toi lɛ ana bɔlɛ yɛ tsei lɛ ateŋ.",10.85
output\verses\genesis\genesis_30_verse_42.wav,"Shi toi ni yɔɔ wudɔwudɔ lɛ ekɛ tsei lɛ eshwieee amɛhiɛ. No hewɔ lɛ, toi wudɔwudɔi lɛ tsɔmɔ Laban nii, ni nii ni yɔɔ hewalɛ lɛ tsɔmɔ Yakob nii.",12.46
output\verses\genesis\genesis_30_verse_43.wav,Enɛ hã Yakob shwere waa naakpa. Ena toi babaoo kɛ weyei kɛ wehii kɛ yoomai kɛ tejii.,9.52
output\verses\genesis\genesis_31_verse_1.wav,"Yakob nu ni Laban bihii lɛ miiwiewie akɛ, “Yakob eshɔ̃ wɔtsɛ nii fɛɛ; wɔtsɛ nii lɛ ekɛna ehe nɛɛ.”",9.57
output\verses\genesis\genesis_31_verse_2.wav,Agbɛnɛ Yakob na akɛ gbii etɛ̃ nɛɛ Laban tseee ehiɛ ehãaa lɛ dɔŋŋ tamɔ sa lɛ.,6.55
output\verses\genesis\genesis_31_verse_3.wav,"Kɛkɛ ni Yehowa kɛɛ Yakob akɛ, “Kuu osɛɛ kɛya otsɛmɛi kɛ owekumɛi ashikpɔŋ lɛ nɔ, ni mi kɛ bo aaahi shi.”",9.92
output\verses\genesis\genesis_31_verse_4.wav,"No hewɔ lɛ, Yakob tsu ayatsɛ Rahel kɛ Lea kɛba ŋa lɛ nɔ, he ni etoi lɛ yɔɔ lɛ,",7.27
output\verses\genesis\genesis_31_verse_5.wav,"ni ekɛɛ amɛ akɛ, “Mina akɛ gbii etɛ̃ nɛɛ nyɛtsɛ tseee ehiɛ ehãaa mi dɔŋŋ tamɔ sa lɛ. Shi Nyɔŋmɔ ni mitsɛ jaa lɛ kɛ mi yɛ.",11.44
output\verses\genesis\genesis_31_verse_6.wav,Nyɛ diɛŋtsɛ nyɛle akɛ mihewalɛ fɛɛ mikɛsɔ̃mɔ nyɛtsɛ;,4.9
output\verses\genesis\genesis_31_verse_7.wav,"kɛ̃lɛ nyɛtsɛ shishiu mi, ni etsake minyɔmɔwo shii nyɔŋma; shi Nyɔŋmɔ hãaa lɛ hegbɛ ni efee mi efɔŋ ko.",8.48
output\verses\genesis\genesis_31_verse_8.wav,"Kɛji ekɛɛ akɛ, ‘Toi kɛ amɛhe truntrãi lɛ aaatsɔ onɔ lɛ, kɛkɛ lɛ toi lɛ fɛɛ efɔ bii kɛ amɛhe damdam.’",9.89
output\verses\genesis\genesis_31_verse_9.wav,Nɛkɛ Nyɔŋmɔ fee ni eshɔ̃ nyɛtsɛ kooloi lɛ ehã mi.,4.28
output\verses\genesis\genesis_31_verse_10.wav,"“Toi lɛ amusunamɔ be mli lɛ, miwo mihiɛ nɔ, ni mina yɛ lamɔ mli akɛ too kpakpoi ni kwɔɔ tooyei lɛ, amɛhe yɛ truntrãi kɛ damdam kɛ ŋwãtãŋwãtã.",13.37
output\verses\genesis\genesis_31_verse_11.wav,"Kɛkɛ ni Nyɔŋmɔ bɔfo lɛ kɛɛ mi yɛ lamɔ lɛ mli akɛ, ‘Yakob!’ Ni mikɛɛ akɛ, ‘Naa mi!’",7.13
output\verses\genesis\genesis_31_verse_12.wav,"Ni ekɛɛ mi akɛ, ‘Wo ohiɛ nɔ, ni ooona akɛ too kpakpoi lɛ fɛɛ ni kwɔɔ tooyei lɛ amɛhe truntrãi kɛ damdam kɛ ŋwãtãŋwãtã ejaakɛ mina nii fɛɛ ni Laban feɔ bo lɛ.",16.92
output\verses\genesis\genesis_31_verse_13.wav,"Mi ji Nyɔŋmɔ mɔ ni jie ehe kpo etsɔ̃ɔ bo yɛ Betel, he ni oŋɔ tɛ okɛto okadi yɛ, ni ofɔ okadi tɛ lɛ mu, ni owo mi shi yɛ lɛ. Agbɛnɛ tee shi oyá ni oya; jee shikpɔŋ nɛɛ nɔ koni oku osɛɛ oya shikpɔŋ nɔ he ni afɔ bo yɛ lɛ.’ ”",19.09
output\verses\genesis\genesis_31_verse_14.wav,"Kɛkɛ ni Rahel kɛ Lea here nɔ, ni amɛkɛɛ lɛ akɛ, “Wɔbɛ gbɛfaŋ nɔ ko loo gboshinii ko dɔŋŋ yɛ wɔtsɛ we lɛ.",8.19
output\verses\genesis\genesis_31_verse_15.wav,"Ani jeee mɛi kpɔji ebuɔ wɔ? Ejaakɛ ehɔ̃ɔ wɔ, ni eye wɔyi nii lɛ hu.",7.07
output\verses\genesis\genesis_31_verse_16.wav,"Shi nii fɛɛ ni Nyɔŋmɔ eshɔ̃ yɛ wɔtsɛ dɛ lɛ, no ji wɔ kɛ wɔbii anɔ. No hewɔ lɛ, nɔ fɛɛ nɔ ni Nyɔŋmɔ ekɛɛ bo lɛ feemɔ.”",10.07
output\verses\genesis\genesis_31_verse_17.wav,"Kɛkɛ ni Yakob te shi, ni eŋɔ ebii kɛ eŋãmɛi lɛ etara yoomai anɔ;",6.06
output\verses\genesis\genesis_31_verse_18.wav,"ni ekpala kooloi lɛ kɛ enii fɛɛ ni ena lɛ, ni ji nii ni ena yɛ Mesopotamia lɛ, ni eŋɔ eshwie nɔ kɛmiiya etsɛ Isak ŋɔɔ yɛ Kanaan shikpɔŋ lɛ nɔ.",13.03
output\verses\genesis\genesis_31_verse_19.wav,"Laban etee eyaaku etoi lɛ ahe tsɔi, ni Rahel ju etsɛ shĩa amãgãi lɛ.",6.72
output\verses\genesis\genesis_31_verse_20.wav,"Yakob laka Laban, Aramnyo lɛ ejaakɛ ekɛ efoijee lɛ tee Laban.",6.29
output\verses\genesis\genesis_31_verse_21.wav,"Yakob jo foi kɛ nɔ fɛɛ nɔ ni eyɔɔ, ni etee eyafo Eufrate Faa lɛ, ni ewo eyi ema he ni Gilead gɔji lɛ yɔɔ lɛ gbɛ.",10.21
output\verses\genesis\genesis_31_verse_23.wav,"No hewɔ lɛ, Laban ŋɔ ewekumɛi efata ehe, ni etiu Yakob gbii kpawo gbɛ kɛyashi eyanina lɛ yɛ Gilead gɔji lɛ anɔ.",9.96
output\verses\genesis\genesis_31_verse_24.wav,"Shi Nyɔŋmɔ jie ehe kpo etsɔ̃ɔ Laban, Aramnyo lɛ, yɛ wɔ mli ni ekɛɛ Laban akɛ, “Kwɛmɔ ni ahi koni okɛ Yakob akawie wiemɔ fɔŋ ko.”",12.64
output\verses\genesis\genesis_31_verse_25.wav,"Laban yanina Yakob. Nɛkɛ be mli lɛ, Yakob eshi ebuu yɛ gɔji lɛ anɔ; ni Laban kɛ ewebii lɛ hu shi amɛbuu yɛ Gilead gɔji lɛ anɔ.",10.09
output\verses\genesis\genesis_31_verse_26.wav,"Laban kɛɛ Yakob akɛ, “Mɛni ofee nɛɛ? Olaka mi ni oŋɔ mibiyei lɛ kɛmiiya tamɔ mɛi ni aŋɔ amɛ nom yɛ ta mli nɛɛ?",10.43
output\verses\genesis\genesis_31_verse_27.wav,Mɛɛ hewɔ ni ojo foi dujiaŋ ni oshɛɛɛ mi koni kulɛ mikɛ lala kɛ milɛ̃ kɛ kpãa saŋku ayajie bo gbɛ kɛ miishɛɛ?,10.54
