"word","phoneme","meaning","part_of_speech"
"rasta","r à s t à","a kind of hair style"
"redio","r é d ì ò","radio"
"rek","r ê k","garden rake"
"rɛge","r ɛ́ g è","raggae"
"romaŋ","r ó m à ŋ̀","roman catholic"
"rɔba","r ɔ́ b à","polythene bag"
"rɔba","r ɔ́ b à","any"
"rɔba","r ɔ́ b à","rubber"
"rɔba","r ɔ́ b à","contraceptive device"
"rɔfu","r ɔ̂ f ù","teasing,mocking,being mischevious"
"rula","r ú l à","ruler,ruler,ferrule"
"sa","s à","suit, be agreeable to"
"sa","s à","be suitable, appropriate"
"sa","s à","be mature"
"sa","s à","be skilled"
"sa","s à","touch"
"sa","s à","taste"
"sa","s à","castrate"
"sa","s à","solve,rectify"
"sa","s à̰","smell,odour"
"sa","s á","a cylindrical implement used in making fishing nets, to regulate the size of the mesh"
"sa","s á","showing off"
"sa","s á","formerly, in the past"
"sa","s á","by no means,definitely not"
"saa","s à á","repair, mend, correct"
"saa","s à á","prepare, dress, get ready"
"saa","s à á","develop, improve"
"saa","s à á","do again, repeat"
"saa","s à á","grade, class"
"saa","s à à","mat"
"saa","s à à","bed"
"saa","s à̰ à̰","sleepy, of the eyes"
"saa","s à à","smooth"
"saafeshi","s à à f è ʃ ì","bait"
"saafeshi","s à à f è ʃ ì","salted herring"
"saalai","s à á l à í","a carpenter's implement, saw"
"saalo","s à à l ò","baobab tree"
"saalɔ","s à á l ɔ","watch repairer"
"saama","s á̰ à̰ m à̰","lawsuit"
"saamobi","s à á m ò b í","muscular man"
"saaŋɔi","s à á ŋ ɔ̀ í","kite, the toy"
"saasa","s à̰ à̰ s à̰","often"
"saase","s á á s è","habitually badly behaved"
"saasɛ","s à à s ɛ̰́","a pot for collecting palm wine"
"saatso","s à à tʃ ò","bed,bedstead"
"saayoole","s à á j ò ó l é","dance, forming part of 'otofo' celebrations"
"sabe","s à b é","inquistiveness,nosiness"
"sabelɔ","s à b é l ɔ","inquisitive person"
"sabla","s à b l̀ á̰","appellation, nickname"
"sabla","s à b l̀ á̰","appellation, nickname"
"sabola","s à b ó l à í","onion"
"saflo","s á ǃ f ĺ ó","Mediterranean mackerel shark"
"saflote","s á f ĺ ó ǃ t é","a marine fish"
"saikɛ","s à ì k ɛ́","skill, special skill"
"saikɛl","s á í k ɛ̀ l̀","bicycle"
"sakabo","s á k á b ó","promiscuous"
"sakabo","s á k á b ó","old and rickety"
"sakasaka","s à k à s à k à","disorder,roughness"
"sakasakafeelɔ","s à k à s à k à f è é l ɔ","disorderly person"
"sakiodoŋ","s à k ì ò d ó ŋ́","a game, played by passing stones around a circle formed by the players"
"sakisi","s á k ì s ì","scissors"
"sakiti","s á k í t í","the part of the grain"
"sakoo","s á k ó ó","pure, white"
"sakora","s à k ó r à","bald"
"sakote","s à k ò t é","a fish, sea bream when large"
"sakpa","s á kp á","a plant"
"sakprajaa","s á kp ŕ à dʒ à á","invocation for luck"
"sakrasakra","s á k ŕ à s á k r̀ à","rough"
"sakrebonte","s à k r̀ è b ò ǹ t é","a creeping plant, the pumpkin, also the cucumber"
"sakwiti","s à kʷ í t í","a short person"
"salesale","s á l é s á l é","escape"
"salɛ","s à l ɛ̀","fitting"
"salɛ","s à l ɛ̀","ripening"
"sama","s á̰ m a̰","sue"
"sama","s á̰ m a̰","impose a penalty, fine"
"sama","s à m á̰","designs, painted on canoes, clothing etc"
"samaade","s á̰ m à̰ à̰ d é","the world of ghosts"
"samala","s à m á̰ l à̰","soap"
"samalɔ","s á̰ m à̰ l ɔ̀","plaintiff"
"samanfuu","s à m à ǹ f ú ú","I don't care"
"samanobɛŋ","s à m à n ò b ɛ́ ŋ","a tree"
"samaŋ","s á m à̰ ŋ̀","a fish,chub mackerel or spanish mackerel"
"samaŋfo","s à m á̰ ŋ́ f ó","associate,henchman"
"samfee","s á̰ f é","key"
"samflɛ","s á̰ ɱ̀ f l̀ ɛ̀","window"
"samla","s á̰ m l̀ á","knowing everything, self-importance"
"samla","s á̰ m l̀ á","anything tasting sweet, containing a lot of sugar"
"samlafeelɔ","s á̰ m l̀ á f è é l ɔ","a know-it-all"
"sampuu","s à̰ m̀ p ù ù","a sexually transmitted disease"
"sanda","s à ǹ d á","cudgel, club"
"sane","s à̰ n è","thing,matter"
"sane","s à̰ n è","trouble"
"sane","s à̰ n è","legal case"
"sane","s à̰ n è","nature,character"
"sane","s à̰ n è","a reading passage"
"sanebilɔ","s à̰ n è b í l ɔ̀","one who asks, inquirer"
"sanebimɔ","s à n è b í m ɔ̰","interrogative"
"sanefɔŋ","s à̰ n è f ɔ̀ ɔ́ ŋ","unfair treatment"
"sanefɔŋyeli","s à̰ n è f ɔ̀ ɔ́ ǃ ŋ́ j é l í","being unfairly treated"
"sanegbaa","s à̰ n è gb à à","conversation"
"sanejajelɔ","s à̰ n è dʒ à dʒ é l ɔ","narrator"
"sanejajemɔ","s à̰ n è dʒ à dʒ é m ɔ̰","narrative"
"sanekɔlɔlɔ","s à̰ n è k ɔ́ l ɔ̀ l ɔ̀","prosecutor"
"sanekpakpa","s à̰ n è kp á kp á","the Christian Gospels"
"sanekpakpashiɛlɔ","s à̰ n è kp á kp á ʃ ì ɛ́ l ɔ","preacher of the Gospel"
"sanekpakpashiɛmɔ","s à̰ n è kp á kp á ʃ ì ɛ́ m ɔ̰","preaching,sermon"
"sanemuu","s à n è m ṵ̀ ṵ̀","sentence"
"sanenatsɔɔmɔ","s à n è n à̰ à̰ tʃ ɔ̰̀ ɔ̰́ m ɔ̰","argument"
"sanensa","s à̰ n è ǹ s á̰","name of a variety of cassava"
"sanetsɛ","s à n è tʃ ɛ̀","plaintiff"
"saneyeli","s à̰ n è j é l í","judicial proceedings;judge,lawyer,juror;anyone involved in judging a case"
"saneyelihe","s à̰ n è j é l í h é","court of justice"
"sankumade","s á̰ ŋ́ k ṵ́ m á̰ d é","a fish, small sea-perch"
"santrofi","s á ń t ŕ ó f í","a bird, the long-tailed nightjar"
"sanyaŋ","s á̰ ɲ à̰ á̰","a metal;silver"
"saŋ","s à̰ ŋ́","a seat on a grave, for the soul of the dead"
"saŋ","s à̰ ŋ́","tomb-stone"
"saŋe","s à̰ ŋ e","be relieved,feel better"
"saŋesaŋe","s á̰ ŋ é s á̰ ŋ é","holy,holiness"
"saŋesaŋetsɛ","s á̰ ŋ é s á̰ ŋ é tʃ ɛ̀","a very holy person"
"saŋkpana","s à̰ ŋ́ kp à̰ n á̰","promiscuous"
"saŋku","s à ŋ̀ k ṵ́","any keyed or stringed musical instrument:thumb piano, organ, piano, accordion, guitar,violin,harp"
"saŋkumale","s à̰ ŋ̀ k ú m à l è","a fish, the parrot wrasse"
"saŋkwas","s á ŋ́ kʷ à s","inferior item,no good person"
"saŋnɔtalɔ","s à̰ ŋ́ n ɔ̰̀ t á l ɔ","mourner"
"saŋnɔtamɔ","s à̰ ŋ́ n ɔ̰̀ t á m ɔ̰","a mourning custom"
"saŋŋ","s á ŋ́ ŋ́","many, quite a lot,enough"
"sao","s á ó","saw"
"sapate","s à p à t é","assistant to a traditional priest or priestess"
"sapate","s à p à t é","leader of a religious group"
"sapate","s à p à t é","member of a group, peer, righthand associate"
"sapɛ","s à p ɛ̀","a fish, Mediterranean mackerel shark"
"sapɛ","s à p ɛ́","tiny pin-like items shot into the body from the spirit world"
"sapɛtsɛmɔ","s à p ɛ̀ tʃ ɛ̰́ m ɔ̰","see"
"saprɔpɔ","s à p r̀ ɔ́ p ɔ́","a herb"
"sara","s l̀ á","visit with a purpose"
"sara","s l̀ á","give the second round of drinnks at a customary function"
"saramɔ","s r̀ á m ɔ","visiting"
"sareso-bantsi","s à r é s ò b à ǹ tʃ ì","a wild, inedible kind of cassava"
"sasa","s á̰ s a̰","holy"
"sasansɔ","s à s à̰ ń s ɔ̰̀","free behaviour, free play"
"sasansɔtsɛ","s à s à̰ ǹ s ɔ̰̀ tʃ ɛ̀","one whose behaviour is free"
"sasaraa","s à s r̀ à à","tough, muscular"
"sasateremɔ","s à̰ s à̤ t l̀ é m ɔ̰","trial by ordeal"
"saso","s à s ò","match, equal, peer"
"satadua","s à t à ǃ d ú á","a shrub with a tough flexible wood"
"satadua","s à t à ǃ d ú á","name of a variety of cassava"
"sateŋ","s á t é ŋ̀","among"
"sawie","s à ŵ ì é","sponge chewed and dried"
"sebɔɔ","s é b ɔ́ ɔ́","a ball of food, banku or kenkey"
"sebrebee","s è b r̀ è b è è","puckering"
"sele","s l̀ è","melt"
"sele","s l̀ è","swim"
"semle","s é m ĺ é","a fish, the blue shark"
"seŋɔɔ","s é ŋ ɔ̀ ɔ́","a children's game, similar to London Bridge"
"sese","s è s è","a large container, of calabash or wood"
"seshi","s é ʃ ì","original, founding family"
"seshibii","s é ǃ ʃ í b í i","members of a lineage or tribe"
"sete","s é t e","deception,trick"
"sɛ","s ɛ̰́","use sparringly,economically"
"sɛ","s ɛ̰̀","slash"
"sɛ","s ɛ̰́","throat,gullet"
"sɛ","s ɛ́","of instant result"
"sɛbɛ","s ɛ́ b ɛ́","a vegetable,garden egg"
"sɛbɛ","s ɛ́ b ɛ́","amulet, charm"
"sɛbo","s ɛ́ b o","dung, faces"
"sɛɛ","s ɛ́ ɛ","insult"
"sɛɛ","s ɛ̀ ɛ̀","back"
"sɛɛ","s ɛ̀ ɛ̀","rear"
"sɛɛbii","s ɛ̀ ɛ̀ b í í","relatives"
"sɛɛbii","s ɛ̀ ɛ̀ b í í","younger siblings"
"sɛɛdamɔ","s ɛ̀ ɛ̀ d à à m ɔ̰̀","being in support of, ready to assist"
"sɛɛdamɔ","s ɛ̀ ɛ̀ d à à m ɔ̰̀","security for a loan"
"sɛɛdamɔlɔ","s ɛ̀ ɛ̀ d à à m ɔ̰̀ l ɔ̀","supporter, guarantor"
"sɛɛdaimɔ","s ɛ̀ ɛ̀ d à ḭ̀ m ɔ̰̀","change, from an amount paid"
"sɛɛdii","s ɛ̀ ɛ̀ d ì ì","pursuit"
"sɛɛfoo","s ɛ̀ ɛ̀ f ò ò","cutting short,stopping,cessation"
"sɛɛgbɛ","s ɛ̀ ɛ̀ gb ɛ̀","back, rear"
"sɛɛgbɛ","s ɛ̀ ɛ̀ gb ɛ̀","rewards"
"sɛɛgbɛ","s ɛ̀ ɛ̀ gb ɛ̀","location"
"sɛɛgbɛtsii","s ɛ̀ ɛ̀ gb ɛ̀ tʃ ḭ ḭ̀","protecting from attacking from the rear:military,spiritual,or in the game of drafts."
"sɛɛgbtsilɔ","s ɛ̀ ɛ̀ gb ɛ̀ tʃ ḭ̀ l ɔ̰̀","one who protects himself from attack"
"sɛɛgbɛtsimɔ","s ɛ̀ ɛ̀ gb ɛ̀ tʃ ḭ̀ m ɔ̰̀","pushing from behind"
"sɛɛgbɛtsɔɔlɔ","s ɛ̀ ɛ̀ gb ɛ̀ tʃ ɔ̰̀ ɔ̰́ l ɔ","betrayer"
"sɛɛgbɛtsɔɔmɔ","s ɛ̀ ɛ̀ gb ɛ̀ tʃ ɔ̰̀ ɔ̰́ m ɔ","betrayal"
"sɛɛho","s ɛ̀ ɛ̀ h ó","sibling born next after oneself"
"sɛɛkɔmɔ","s ɛ̀ ɛ̀ k ɔ́ m ɔ̰","understanding the implications, the point"
"sɛɛkpee","s ɛ̀ ɛ̀ kp è è","lateness"
"sɛɛkpelɔ","s ɛ̀ ɛ̀ kp è l ɔ̀","last person,latecomer"
"sɛɛkpelɔ","s ɛ̀ ɛ̀ kp è l ɔ̀","little finger"
"sɛɛkuramɔ","s ɛ̀ ɛ̀ k ù r á m ɔ̰","managing someone's affairs in his absence"
"sɛɛkwɛlɔ","s ɛ̀ ɛ̀ kʷ ɛ́ l ɔ","assistant"
"sɛɛkwɛlɔ","s ɛ̀ ɛ̀ kʷ ɛ́ l ɔ","successor"
"sɛɛmo","s ɛ̀ ɛ̀ m ò","trail, track"
"sɛɛmɔ","s ɛ̀ ɛ̀ m ɔ̰̀","next person, successor"
"sɛɛnamɔ","s ɛ̀ ɛ̀ n á̰ m ɔ̰","advantage,use,value,profit"
"sɛɛnyiɛlɔ","s ɛ̀ ɛ̀ ɲ ḭ̀ ɛ̰́ l ɔ","follower"
"sɛɛnyiɛmɔ","s ɛ̀ ɛ̀ ɲ ḭ̀ ɛ m ɔ","following"
"sɛɛsɛɛ","s ɛ̀ ɛ̀ s ɛ̀ ɛ̀","backwards"
"sɛɛtoo","s ɛ̀ ɛ̀ t ò ò","provision for the future, security"
"sɛɛtsɛlɛ","s ɛ̀ ɛ̀ tʃ l̀ ɛ̀","longevity,long-lasting"
"sɛɛtsi","s ɛ́ ɛ́ tʃ i","search out,seek"
"sɛɛtso","s ɛ̀ ɛ̀ tʃ ò","backbone"
"sɛɛtso","s ɛ̀ ɛ̀ tʃ ò","backrest, support for the back"
"sɛɛtso","s ɛ̀ ɛ̀ tʃ ò","main financial support"
"sɛɛtsu","s ɛ̀ ɛ̀ tʃ ṵ̀","chamber"
"sɛɛtsu","s ɛ̀ ɛ̀ tʃ ṵ̀","room to the right in a two-room compound house"
"sɛɛwa","s ɛ̀ ɛ̀ w á","kidney"
"sɛɛyoomɔ","s ɛ̀ ɛ̀ j ó ó m ɔ̰","discernment"
"sɛgɛɛ","s ɛ̀ g ɛ̀ ɛ̀","dreamy, of the eyes"
"sɛi","s ɛ̰̀ ḭ́","any seat:stool,chair"
"sɛinɔtalɔ","s ɛ̰̀ í n ɔ̰̀ t á l ɔ","chairman,president"
"sɛintamɔ","s ɛ̰̀ í n ɔ̰̀ t á m ɔ","chairman,presiding"
"sɛkɛ","s ɛ̀ k ɛ́","madness,insanity"
"sɛkɛ","s ɛ́ k ɛ́","anchor"
"sɛkɛŋmɛɛ","s ɛ́ k ɛ́ ŋm ɛ̀ ɛ̀","lowering the anchor"
"sɛkɛyeli","s ɛ̀ k ɛ́ j é l í","madness"
"sɛkɛyelɔ","s ɛ̀ k ɛ́ j è l ɔ̀","lunatic,mad person"
"sɛle","s ɛ́ l é","be grown up"
"sɛmɛnt","s ɛ̀ m ɛ́ t ì","cement"
"sɛmɛnti","s ɛ́ m ɛ́ ń t ì","cement,lay cement"
"sɛnsɛ","s ɛ̰́ ń s ɛ̰́","a fish, flat garfish"
"sɛnsɛni","s ɛ̰́ ń s ɛ̰́ n í","a fish,half beak"
"sɛnsɛpue","s ɛ̰́ ń s ɛ̼́ p ú é","a fish,half-beak"
"sɛŋ","s ɛ̰̀ ŋ̀","hang"
"sɛŋ","s ɛ̰̀ ŋ̀","kill by hanging or crucificion"
"sɛŋ","s ɛ̰́ ŋ́","pot"
"sɛŋgɛ","s ɛ́ ŋ́ g ɛ́","scales, balance"
"sɛŋkaabɛlɛ","s ɛ̰́ ŋ̰́ k à à b l̀ ɛ̀","Adam's apple"
"sɛŋkpaa","s ɛ̰́ ŋ̰́ kp à̰ à̰","wind-pipe,trachea"
"sɛŋmɔtso","s ɛ̰̀ ŋ̀ m ɔ̰̀ tʃ ò","crucifix,cross"
"sɛrɛnɛɛ","s ŕ ɛ́ n ɛ́ ɛ́","in single file, in a line, in a straight line"
"sɛrɛnɛɛ","s ŕ ɛ́ n ɛ́ ɛ́","in order,systematized"
"sɛsɛ","s ɛ̀ s ɛ́","speak indirectly, so as to prevent others from understanding speak in proverbs,allusively"
"sɛsɛo","s ɛ́ s ɛ́ ó","a large tree, with soft white wood used in carving a type of ladle"
"sha","ʃ à","remove chaff or other waste by shaking: shake through a sieve"
"sha","ʃ à","reshuffle, reorganize"
"sha","ʃ à","spoil, cause to rot"
"sha","ʃ à","become rotten,spoiled, go bad"
"sha","ʃ à","ferment"
"sha","ʃ à̰","burn, cause to burn"
"sha","ʃ à̰","roast,bake,grill"
"sha","ʃ à̰","hurt,cause pain to"
"sha","ʃ á","snatch,grab,pull in,jerk"
"sha","ʃ á","catch"
"sha","ʃ á","pull at"
"sha","ʃ á","run"
"sha","ʃ á","run onto, run into an obstacle"
"sha","ʃ á","confront"
"sha","ʃ á","clean a surface"
"sha","ʃ á","take a photo"
"sha","ʃ á̰","pass wind"
"shaa","ʃ à̰ à̰","sluggishness,condition under par"
"shaa","ʃ à à","heavily, in torrents"
"shaade","ʃ à à d é","a badly damaged fishing net"
"shaahiimɛi","ʃ à à h ḭ̀ ḭ̀ m ɛ̀ ì","male in-laws of the generation senior to spouse"
"shaaki","ʃ á à k í","very old, wrinkled, of a man"
"shaale","ʃ á à l è","neem tree"
"shaalɔ","ʃ á̰ à̰ l ɔ̀","who farts often"
"shaalɔ","ʃ á̰ à̰ l ɔ̀","good-for-nothing"
"shaanaa","ʃ à à n à̰ à̰","elderly female in-law; female in-law of the generation senior to the spouse: mother-in-law, aunt-in-law"
"shaanii","ʃ à à n ḭ̀ ḭ̀","elderly male in-law; male in-law of the generation senior to the spouse: father-in-law, uncle-in-law"
"shaanii","ʃ à à n ḭ̀ ḭ̀","sieve"
"shaanuu","ʃ à à n ṵ̀ ṵ̀","male in-law of an adjacent generation: father-in-law, son-in-law"
"shaayeimɛi","ʃ à à j è ì m ɛ̰̀ ḭ̀","female in-law:mother-in-law,daughter-in-law"
"shaayoo","ʃ à à j ò ò","female in-law: mother-in-law,daughter-in-law"
"shaayoo-kwɛɛɛ","ʃ à à j ò ò kʷ ɛ́ ɛ́ ɛ̀","a custom during a naming ceremony,when money is put under the pot of 'ŋmɛdaa'"
"shabaa","s h á̰ b à à","a shrub, that gives off an offensive smell when approached"
"shabi","ʃ à b í","in-law of spouse's generation: brother-in-law,wife's brother,husband's brother,sister's husband"
"shade","ʃ à d é","blessing, luck, good fortune"
"shade","ʃ à d é","destiny,fate"
"shadeboa","ʃ à d é b ó á","an animal,hedgehog or brush-tailed porcupine"
"shadetsɛ","ʃ à d é tʃ ɛ̀","lucky person, one who always has good luck"
"shajo","ʃ à à dʒ ò","baobab tree"
"shaka","ʃ à̰ k a̰","embrace with a vigorous and abrupt motion"
"shaka","ʃ à̰ k a̰","have sexual intercourse"
"shaka","ʃ à̰ k a̰","position,hold firmly in place"
"shakalɔ","ʃ á̰ k à̰ l ɔ̀","sexual partner"
"shakamɔ","ʃ á̰ k à̰ m ɔ̰̀","a La custom during Homowo,of vigorous public embracing"
"shakataa","ʃ à k à t à̰ à̰","tough,difficult to stretch or tear"
"shale","ʃ á l è","lose weight"
"shalɛ","ʃ à l ɛ̀","fermentation"
"shamansheo","ʃ à m à ǹ ʃ è ò","will,testament"
"shamɔ","ʃ à̰ m ɔ̰̀","urinate"
"shamɔlɔ","ʃ à m ɔ̰̀ l ɔ̀","bed-wetter,no-good person"
"shamɔnɔ","ʃ à̰ m ɔ̰̀ n ɔ̰́","chamber pot"
"shamɔtɔ","ʃ à̰ m ɔ̰̀ t ɔ̀","bladder"
"shamɔtɔ","ʃ à̰ m ɔ̰̀ t ɔ̀","bed-wetter"
"shane","ʃ á n e","slide,slip"
"shane","ʃ á n e","cause to slip"
"shanemɔ","ʃ á n è m ɔ̰̀","slipping, slipperiness"
"shaŋkpaŋŋ","ʃ á̰ ŋ́ kp á̰ á̰","tall and slim"
"shao","ʃ á ó","cluster,bunch"
"shara","ʃ ŕ a","snatch,grab"
"shara","ʃ ŕ a","stroll"
"shara","ʃ r̀ à̰","mingle with,associate with,come in contact with"
"shara","ʃ ŕ à̰","pass in a narrow space, sidle by"
"shara","ʃ l̀ à","rotten,stinking"
"sharake","ʃ ŕ á̰ k e","dislocate,be out of place"
"sharake","ʃ ŕ á̰ k e","miscarry, spontaneously abort"
"sharake","ʃ ŕ á̰ k e","take meat from the bone"
"sharake","ʃ ŕ á̰ k e","express"
"sharake","ʃ ŕ á k e","allow to rot"
"sharao","ʃ ŕ á ó","a little"
"shashao","ʃ á ǃ ʃ á á","hesitate"
"shashao","ʃ á ǃ ʃ á á","hover aroud expectantly"
"shata","ʃ à̰ t à̰","pull at, tear at"
"shata","ʃ à̰ t à̰","drag out, deliberately prolong"
"she","ʃ é","fear, be afraid of"
"sheketee","ʃ é k é t é é","brittle,stiff"
"sheketee","ʃ é k é t é é","quarrelsome,difficult to deal with"
"sheleŋ","ʃ é l è ŋ̀","shilling"
"sheleŋ","ʃ é l è ŋ̀","nothing"
"shɛ","ʃ ɛ̀","arrive at,reach a place or condition"
"shɛ","ʃ ɛ̀","be of a specified quantity,be enough"
"shɛ","ʃ ɛ̀","communicate with, be in touch with"
"shɛ","ʃ ɛ̀","greet,call on, take leave"
"shɛ","ʃ ɛ̀","be happy"
"shɛ","ʃ ɛ̀","shave"
"shɛ","ʃ ɛ̀","be expert at something"
"shɛ","ʃ ɛ́","throw away"
"shɛ","ʃ ɛ̰́","sugar cane"
"shɛboshɛbo","ʃ ɛ́ b ó ʃ ɛ́ b ò","evenly,equally distributed"
"shɛda","ʃ ɛ́ d à","fine quality cloth,silk"
"shɛɛ","ʃ ɛ̀ ɛ̀","arrival,arriving"
"shɛɛ","ʃ ɛ̀ ɛ̀","message,communication"
"shɛɛ","ʃ ɛ̀ ɛ̀","destiny"
"shɛɛti","ʃ ɛ́ ɛ̀ t ì","shirt"
"shɛɛyeli","ʃ ɛ̀ ɛ̀ j é l í","parting, leave-taking"
"shɛii","ʃ ɛ́ ǃ í í","hard,uncompromising"
"shɛiiwiemɔ","ʃ ɛ́ ǃ í í w ì é m ɔ̰","being uncompromising"
"shɛje","ʃ ɛ̀ dʒ é","comfort,sympathize with"
"shɛkɛ","ʃ ɛ̀ k ɛ","stop short,stop suddenly"
"shɛkɛɛ","ʃ ɛ̀ k ɛ̀ ɛ̀","weak"
"shɛkɛɛ","ʃ ɛ̀ k ɛ̀ ɛ́","broadly, of smiling"
"shɛnshɛn","ʃ ɛ̀ ǹ ʃ ɛ̀ ǹ","of clothes,shiny,glitter"
"shɛre","ʃ ɛ́ l é","kindle, light"
"shɛre","ʃ ɛ́ l é","smoke tobacco"
"shɛrɛ","ʃ ĺ ɛ̀","throw away solid objects"
"shɛshɛɛle","ʃ ɛ̀ ʃ ɛ̀ ɛ́ l é","shaved patch"
"shɛte","ʃ ɛ́ t e","tear off with force"
"shɛte","ʃ ɛ́ t e","become torn"
"shi","ʃ ḭ̀","hoist, raise"
"shi","ʃ ḭ̀","present a challeng,complete"
"shi","ʃ ḭ̀","conduct,carry out an activity"
"shi","ʃ ḭ̀","fry"
"shi","ʃ í","knock,hit,beat"
"shi","ʃ í","butt"
"shi","ʃ í","stamp"
"shi","ʃ í","drink"
"shi","ʃ í","add to something"
"shi","ʃ í","speak in opposition"
"shi","ʃ í","make a roaring noise"
"shi","ʃ í","make love"
"shi","ʃ í","dance"
"shi","ʃ í","process rhythmically,in step"
"shi","ʃ ḭ́","leave, leave behind"
"shi","ʃ ḭ́","leave, depart from"
"shi","ʃ ḭ́","forget, ignore"
"shi","ʃ ḭ̀","pubes,pubic region of the body"
"shi","ʃ ḭ̀","underneath,under,below,down"
"shi","ʃ ḭ̀","shortcomings,faults"
"shi","ʃ ì","time"
"shi","ʃ ḭ́","but, for"
"shia","ʃ ḭ́ a̰","house"
"shia","ʃ ḭ́ a̰","household"
"shia","ʃ ḭ́ a̰","sand"
"shiaa","ʃ í à à","expression of superiorty,scorn for another's claim or statement"
"shiabii","ʃ ḭ́ ǃ á̰ b í i","members of the household"
"shiakwɛlɔ","ʃ ḭ́ ǃ á̰ kʷ ɛ́ l ɔ","caretaker;housekeeper;caretaking;housekeeping"
"shianukpa","ʃ ḭ́ ! á̰ n ú kp á","head of a household or a lineage"
"shianyɛ","ʃ ḭ́ à̰ ɲ ɛ̰̀","senior woman of the household"
"shianyɛ","ʃ ḭ́ à̰ ɲ ɛ̰̀","female house owner"
"shiaŋloo","ʃ í á ŋ̀ l ò ò","a kind of shellfish that is cooked and sold"
"shiaŋnyo","ʃ ḭ́ à̰ ɲ ò","occupant of a house"
"shiaŋtso","ʃ í á ŋ̀ tʃ ò","deceit,unnfaithfulness"
"shiashia","ʃ í á ʃ í á","sandy,gritty"
"shiatsɛ","ʃ ḭ́ à̰ tʃ ɛ̀","house owner,landlord"
"shibimɔ","ʃ ḭ̀ b í m ɔ̰","inquiry about someone or something"
"shibɔlemɔ","ʃ ḭ̀ b ɔ̀ l è m ɔ̰̀","wanndering about, loitering around"
"shibulɔ","ʃ ḭ̀ b ú ǃ l ɔ́","feeble person"
"shidaa","ʃ ḭ̀ d à à","thanks, thanking"
"shidaamɔ","ʃ ḭ̀ d à à m ɔ̰̀","standing;financial standing, financial position"
"shidalɔ","ʃ ḭ̀ d à l ɔ̀","thanker;one who gives the vote of thanks"
"shieŋnyɛ","ʃ í è ŋ̀ ɲ ɛ̀","female lover"
"shieŋtsɛ","ʃ í è ŋ̀ tʃ ɛ̀","close friend,associate,henchman"
"shieŋtsɛ","ʃ í è ŋ̀ tʃ ɛ̀","male lover"
"shiɛ","ʃ ì ɛ́","announce"
"shiɛ","ʃ ì ɛ́","broadcast"
"shiɛ","ʃ ì ɛ́","preach"
"shiɛlɔ","ʃ ì ɛ́ l ɔ","announcer;gong-gong beater;messenger;preacher"
"shiɛmɔ","ʃ ì ɛ́ m ɔ̰","news, message,announcement"
"shifolɔ","ʃ ḭ̀ f ò l̀ ɔ̰̀","loiterer;prostitute"
"shifoo","ʃ ḭ̀ f ò ò","loitering, wandering"
"shifulɔ","ʃ ḭ̀ f l ɔ̰̀","dog"
"shigbalamɔ","ʃ ḭ̀ gb à l à m ɔ̰̀","dragging;slow pace"
"shigbeelɔ","ʃ ḭ̀ gb è é l ɔ̀","one who falls;one who causes another to fall"
"shigbeemɔ","ʃ ì gb è é m ɔ","falling down;downfall"
"shihilɛ","ʃ ḭ̀ h ḭ̀ l ɛ̀","living, life, lifestyle"
"shihilɔ","ʃ ḭ̀ h ḭ̀ l ɔ̀","resident at a place"
"shiimɔ","ʃ í ḭ̀ m ɔ̰̀","thundering"
"shiishi","ʃ í í ʃ í","exactly"
"shijee","ʃ ḭ̀ dʒ è è","adventurousness,inquisitiveness,boisterousness"
"shijelɔ","ʃ ḭ̀ dʒ è l ɔ̀","adventurous,inquisitve person;boisterous person"
"shijweremɔ","ʃ ḭ dʒʷ ŕ é m ɔ̰","position,alignment"
"shijweremɔ","ʃ ḭ dʒʷ ŕ é m ɔ̰","ordered,expanse"
"shika","ʃ í k a","force into a container"
"shika","ʃ í k a","force to move,by means of a prod"
"shika","ʃ ì k á","money"
"shika","ʃ ì k á","precious metal"
"shika ŋshɔnaa","ʃ ì k á ŋ̀ ʃ ɔ̀ n à̰ à̰","The Gold Coast"
"shikafeemɔ","ʃ ì k á f è é m ɔ̰","making money, earning money"
"shikafitelɔ","ʃ ì k á f í t é l ɔ","one who spends money"
"shikafitemɔ","ʃ ì k á f í t é m ɔ","spending money, wasting money"
"shikafolɔ","ʃ ì k á f ò l ɔ̀","forger of money"
"shikafoo","ʃ ì k á f ò ò","printing money,minting money"
"shikagbele","ʃ ì k á gb é l e","fine, penalty"
"shikamɔ","ʃ ì k á̰ m ɔ̰","health conditions"
"shikashika","ʃ ì k á ʃ ì k á","a fish,golden-headed sea bream"
"shikashwiemɔ","ʃ ì k á ʃʷ ì é m ɔ̰","rejection of money"
"shikataolɔ","ʃ ì k á t á ò l ɔ̀","one who seeks money by any means possible"
"shikataolɔ","ʃ ì k á t ò l ɔ̀","treasurer"
"shikatoo","ʃ ì k á t ò ò","keeping money"
"shikatoohe","ʃ ì k á t ò ò h é","treasury,bank"
"shikatsɛ","ʃ ì k á tʃ ɛ̀","rich person"
"shiki","ʃ í k i","administer herbal medicine by putting it in the nostrils or by steaming"
"shiki","ʃ í k i","bribe"
"shikishaŋ","ʃ ì k ì ʃ á ŋ́","flour, wheat"
"shikɔ","ʃ ì k ɔ̀","a fish, thread-fin"
"shikɔshikɔ","ʃ í k ɔ̀ ʃ í k ɔ̀","a bad taste from old food"
